Strike,Last_Price,Bid,Mid,Ask,Volume,OI,IV,Delta,Gamma,Theta,Vega,OptionType,Expiration,UndPrice
182.50,,32.30,34.05,35.80,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
185.00,,34.95,36.23,37.50,0,6,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
187.50,,37.45,39.08,40.70,0,2,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
190.00,,39.80,41.25,42.70,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
195.00,,45.25,46.50,47.75,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
200.00,,50.40,51.63,52.85,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
205.00,,54.80,56.45,58.10,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
210.00,,59.55,61.38,63.20,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-04,145.6
215.00,,64.55,66.48,68.40,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
220.00,,70.10,71.48,72.85,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
225.00,,74.80,76.60,78.40,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
230.00,,79.55,81.48,83.40,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
235.00,,84.60,86.48,88.35,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
240.00,,89.55,91.48,93.40,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
245.00,,94.90,96.58,98.25,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
250.00,,99.55,101.43,103.30,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
255.00,,104.80,106.60,108.40,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
260.00,,109.55,111.40,113.25,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
265.00,,114.55,116.45,118.35,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
270.00,,119.75,121.50,123.25,0,0,0.0,-1.00,0.0000,0.03,0.00,Put,2025-04-04,145.6
95.00,,51.90,53.47,55.05,0,5,7.212899999999999,0.91,0.0030,-4.59,0.01,Call,2025-04-11,145.6
100.00,46.82,47.00,48.53,50.05,1,2,6.584,0.90,0.0036,-4.52,0.01,Call,2025-04-11,145.6
105.00,42.91,42.25,43.70,45.15,4,9,6.0598,0.88,0.0043,-4.55,0.01,Call,2025-04-11,145.6
110.00,,37.05,38.58,40.10,0,12,5.3526,0.87,0.0051,-4.25,0.02,Call,2025-04-11,145.6
115.00,35.54,32.00,33.58,35.15,1,5,4.7468,0.86,0.0062,-4.06,0.02,Call,2025-04-11,145.6
120.00,28.2,28.20,28.98,29.75,33,37,4.3664,0.83,0.0075,-4.19,0.02,Call,2025-04-11,145.6
125.00,22.2,23.05,23.58,24.10,5,10,3.5682,0.82,0.0097,-3.59,0.02,Call,2025-04-11,145.6
130.00,17.03,17.85,18.33,18.80,11,13,2.8688,0.80,0.0129,-3.10,0.02,Call,2025-04-11,145.6
131.00,18.45,17.10,17.58,18.05,3,3,2.8662,0.78,0.0135,-3.22,0.02,Call,2025-04-11,145.6
132.00,15.96,16.00,16.68,17.35,9,5,2.7918000000000003,0.77,0.0142,-3.22,0.02,Call,2025-04-11,145.6
133.00,14.8,15.10,15.55,16.00,9,10,2.6188,0.77,0.0153,-3.06,0.02,Call,2025-04-11,145.6
134.00,13.96,14.10,14.52,14.95,8,5,2.4893,0.76,0.0164,-2.96,0.02,Call,2025-04-11,145.6
135.00,13.5,13.20,13.52,13.85,11,120,2.3696,0.75,0.0176,-2.88,0.02,Call,2025-04-11,145.6
136.00,12.25,12.55,12.95,13.35,5,6,2.4186,0.73,0.0180,-3.07,0.03,Call,2025-04-11,145.6
137.00,11.55,11.55,11.68,11.80,4,13,2.1859,0.72,0.0201,-2.80,0.03,Call,2025-04-11,145.6
138.00,10.2,10.60,10.68,10.75,31,50,2.0611,0.71,0.0218,-2.70,0.03,Call,2025-04-11,145.6
139.00,10.5,9.60,9.68,9.75,2,4,1.9344999999999999,0.70,0.0237,-2.59,0.03,Call,2025-04-11,145.6
140.00,9.16,8.60,8.68,8.75,38,40,1.8056,0.68,0.0260,-2.47,0.03,Call,2025-04-11,145.6
141.00,8.1,7.60,7.68,7.75,9,39,1.6739,0.66,0.0287,-2.35,0.03,Call,2025-04-11,145.6
142.00,6.8,6.60,6.68,6.75,15,24,1.5388,0.64,0.0319,-2.21,0.03,Call,2025-04-11,145.6
143.00,7.15,5.65,5.70,5.75,10,8,1.4077000000000002,0.61,0.0357,-2.06,0.03,Call,2025-04-11,145.6
144.00,4.35,4.65,4.70,4.75,17,24,1.2621,0.58,0.0406,-1.89,0.03,Call,2025-04-11,145.6
145.00,3.9,3.65,3.70,3.75,405,143,1.1083,0.54,0.0470,-1.68,0.03,Call,2025-04-11,145.6
146.00,2.53,2.67,2.72,2.77,985,30,0.9490000000000001,0.49,0.0551,-1.45,0.03,Call,2025-04-11,145.6
147.00,1.56,1.69,1.73,1.77,2355,143,0.7663,0.42,0.0668,-1.15,0.03,Call,2025-04-11,145.6
148.00,0.79,0.79,0.83,0.87,5918,282,0.5739,0.30,0.0798,-0.77,0.03,Call,2025-04-11,145.6
149.00,0.24,0.20,0.23,0.26,8109,137,0.4068,0.15,0.0737,-0.36,0.02,Call,2025-04-11,145.6
150.00,0.03,0.01,0.02,0.03,21492,670,0.2844,0.02,0.0266,-0.06,0.00,Call,2025-04-11,145.6
152.50,0.01,0.00,0.01,0.01,9777,1836,0.34729999999999994,0.01,0.0063,-0.02,0.00,Call,2025-04-11,145.6
155.00,0.01,0.00,0.01,0.01,7143,9930,0.45439999999999997,0.00,0.0039,-0.02,0.00,Call,2025-04-11,145.6
157.50,0.02,0.00,0.01,0.01,3483,6314,0.5574,0.00,0.0027,-0.02,0.00,Call,2025-04-11,145.6
160.00,0.01,0.00,0.01,0.01,1455,24524,0.6568,0.00,0.0020,-0.03,0.00,Call,2025-04-11,145.6
162.50,0.01,0.00,0.01,0.01,4434,10239,0.7531,0.00,0.0016,-0.03,0.00,Call,2025-04-11,145.6
165.00,0.01,0.00,0.01,0.01,560,7007,0.8469,0.00,0.0013,-0.03,0.00,Call,2025-04-11,145.6
167.50,0.01,0.00,0.01,0.01,154,3757,0.9381,0.00,0.0010,-0.03,0.00,Call,2025-04-11,145.6
170.00,0.01,0.00,0.01,0.01,481,7944,1.0273,0.00,0.0009,-0.03,0.00,Call,2025-04-11,145.6
172.50,0.01,0.00,0.01,0.01,3094,8171,1.1142,0.00,0.0008,-0.03,0.00,Call,2025-04-11,145.6
175.00,0.01,0.00,0.01,0.01,138,3976,1.1994,0.00,0.0007,-0.03,0.00,Call,2025-04-11,145.6
177.50,0.01,0.00,0.01,0.01,43,1380,1.2827000000000002,0.00,0.0006,-0.03,0.00,Call,2025-04-11,145.6
180.00,0.01,0.00,0.01,0.01,77,2942,1.3643,0.00,0.0005,-0.03,0.00,Call,2025-04-11,145.6
182.50,0.01,0.00,0.01,0.01,2,1040,1.4444,0.00,0.0005,-0.03,0.00,Call,2025-04-11,145.6
185.00,0.01,0.00,0.01,0.01,24,3132,1.5229,0.00,0.0004,-0.03,0.00,Call,2025-04-11,145.6
187.50,0.01,0.00,0.01,0.01,4,1878,1.5999,0.00,0.0004,-0.03,0.00,Call,2025-04-11,145.6
190.00,0.01,0.00,0.01,0.01,14,3336,1.6756,0.00,0.0004,-0.03,0.00,Call,2025-04-11,145.6
195.00,0.01,0.00,0.01,0.01,13,4795,1.8230000000000002,0.00,0.0003,-0.03,0.00,Call,2025-04-11,145.6
200.00,0.01,0.00,0.01,0.01,1,1336,1.9653999999999998,0.00,0.0003,-0.03,0.00,Call,2025-04-11,145.6
205.00,,0.00,0.01,0.01,0,1232,2.1034,0.00,0.0002,-0.03,0.00,Call,2025-04-11,145.6
210.00,,0.00,0.01,0.01,0,1136,2.2371,0.00,0.0002,-0.03,0.00,Call,2025-04-11,145.6
215.00,,0.00,0.01,0.01,0,77,2.3669,0.00,0.0002,-0.03,0.00,Call,2025-04-11,145.6
220.00,,0.00,0.01,0.01,0,176,2.4930000000000003,0.00,0.0002,-0.03,0.00,Call,2025-04-11,145.6
225.00,,0.00,0.01,0.01,0,13,2.6155,0.00,0.0002,-0.03,0.00,Call,2025-04-11,145.6
230.00,,0.00,0.01,0.01,0,88,2.7349,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
235.00,,0.00,0.01,0.01,0,8,2.8511,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
240.00,,0.00,0.01,0.01,0,12,2.9643,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
245.00,,0.00,0.01,0.01,0,0,3.0747000000000004,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
250.00,,0.00,0.01,0.01,0,0,3.1825,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
255.00,0.01,0.00,0.01,0.01,1,0,3.2878,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
260.00,,0.00,0.01,0.01,0,0,3.3906,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
265.00,,0.00,0.01,0.01,0,0,3.4911000000000003,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
270.00,,0.00,0.01,0.01,0,0,3.5894,0.00,0.0001,-0.03,0.00,Call,2025-04-11,145.6
95.00,,0.00,0.01,0.01,0,14,2.6656,0.00,0.0001,-0.03,0.00,Put,2025-04-11,145.6
100.00,,0.00,0.01,0.01,0,10,2.3658,0.00,0.0002,-0.03,0.00,Put,2025-04-11,145.6
105.00,,0.00,0.01,0.02,0,114,2.2132,0.00,0.0004,-0.05,0.00,Put,2025-04-11,145.6
110.00,,0.00,0.01,0.02,0,553,1.9223,0.00,0.0005,-0.05,0.00,Put,2025-04-11,145.6
115.00,0.01,0.00,0.01,0.01,11,1344,1.5383000000000002,0.00,0.0004,-0.03,0.00,Put,2025-04-11,145.6
120.00,,0.00,0.01,0.02,0,742,1.3703,0.00,0.0009,-0.05,0.00,Put,2025-04-11,145.6
125.00,0.01,0.00,0.01,0.01,33,1064,1.0321,0.00,0.0009,-0.03,0.00,Put,2025-04-11,145.6
130.00,0.01,0.00,0.01,0.01,24,1380,0.7881999999999999,0.00,0.0014,-0.03,0.00,Put,2025-04-11,145.6
131.00,0.01,0.00,0.01,0.02,144,176,0.7959,-0.01,0.0024,-0.04,0.00,Put,2025-04-11,145.6
132.00,,0.00,0.01,0.02,0,6,0.7447,-0.01,0.0028,-0.04,0.00,Put,2025-04-11,145.6
133.00,0.01,0.00,0.01,0.02,37,11,0.6934999999999999,-0.01,0.0031,-0.04,0.00,Put,2025-04-11,145.6
134.00,0.03,0.00,0.01,0.02,307,6,0.6424,-0.01,0.0036,-0.04,0.00,Put,2025-04-11,145.6
135.00,0.01,0.00,0.01,0.01,239,5264,0.5475,0.00,0.0027,-0.02,0.00,Put,2025-04-11,145.6
136.00,0.01,0.00,0.01,0.02,357,3,0.5401,-0.01,0.0049,-0.04,0.00,Put,2025-04-11,145.6
137.00,0.01,0.00,0.01,0.02,50,66,0.4888,-0.01,0.0059,-0.04,0.00,Put,2025-04-11,145.6
138.00,0.01,0.00,0.01,0.02,100,1868,0.4374,-0.01,0.0072,-0.04,0.00,Put,2025-04-11,145.6
139.00,0.01,0.00,0.01,0.02,119,210,0.3856,-0.01,0.0091,-0.04,0.00,Put,2025-04-11,145.6
140.00,0.01,0.00,0.01,0.02,740,1959,0.33340000000000003,-0.01,0.0117,-0.04,0.00,Put,2025-04-11,145.6
141.00,0.01,0.00,0.01,0.02,632,555,0.2808,-0.01,0.0160,-0.04,0.00,Put,2025-04-11,145.6
142.00,0.01,0.01,0.02,0.03,790,826,0.253,-0.03,0.0324,-0.06,0.00,Put,2025-04-11,145.6
143.00,0.02,0.00,0.02,0.03,534,575,0.1841,-0.03,0.0455,-0.04,0.00,Put,2025-04-11,145.6
144.00,0.01,0.00,0.02,0.03,1584,771,0.1243,-0.04,0.0895,-0.04,0.01,Put,2025-04-11,145.6
145.00,0.01,0.01,0.02,0.02,6117,2042,0.059500000000000004,-0.07,0.3082,-0.03,0.01,Put,2025-04-11,145.6
146.00,0.05,0.02,0.04,0.05,4748,699,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
147.00,0.11,0.04,0.06,0.07,5987,1191,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
148.00,0.2,0.13,0.15,0.17,6482,1424,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
149.00,0.52,0.50,0.54,0.58,5067,2243,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
150.00,1.39,1.29,1.34,1.38,7775,7594,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
152.50,3.9,3.75,3.83,3.90,4513,4900,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
155.00,6.45,6.20,6.28,6.35,640,3187,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
157.50,9.05,8.70,8.80,8.90,365,2454,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
160.00,11.93,11.20,11.30,11.40,345,1611,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
162.50,14.35,13.60,13.77,13.95,44,216,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
165.00,17.0,16.10,16.55,17.00,104,250,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
167.50,19.25,18.15,18.90,19.65,10,214,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
170.00,21.65,21.20,21.67,22.15,16,117,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
172.50,23.55,23.70,23.95,24.20,8,1,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
175.00,,25.00,26.50,28.00,0,10,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
177.50,,27.30,28.75,30.20,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
180.00,,29.75,31.48,33.20,0,17,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
182.50,,32.30,34.05,35.80,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
185.00,,34.95,36.23,37.50,0,6,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
187.50,,37.45,39.08,40.70,0,2,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
190.00,,39.80,41.25,42.70,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
195.00,,45.25,46.50,47.75,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
200.00,,50.40,51.63,52.85,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
205.00,,54.80,56.45,58.10,0,0,0.0,-1.00,0.0000,0.02,0.00,Put,2025-04-11,145.6
